timestamp,toolset,method,url,client_ip,request_params,response
2025-12-17T05:20:14.543481,opentargets_mcp,POST,http://localhost:8788/opentargets_mcp/mcp/,127.0.0.1,"{'name': 'get_disease_id_description_by_name', 'arguments': {'diseaseName': 'endometrial cancer'}}",{'status_code': 200}
2025-12-17T06:42:20.047109,opentargets_mcp,POST,http://localhost:8788/opentargets_mcp/mcp/,127.0.0.1,"{'name': 'get_general_info_by_disease_name', 'arguments': {'name': 'endometrioid carcinoma'}}",{'status_code': 200}
2025-12-17T06:42:20.047173,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'endometrioid carcinoma lymph node dissection clinical stage I grade 3', 'filter': 'status:recruiting|status:active_not_recruiting|status:completed'}}",{'status_code': 200}
2025-12-17T06:42:22.559885,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'endometrioid carcinoma lymph node dissection clinical stage I grade 3', 'filter': 'status:recruiting|status:active_not_recruiting|status:completed'}}",{'status_code': 200}
2025-12-17T06:42:22.604819,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'endometrioid carcinoma lymph node dissection clinical stage I grade 3', 'filter': 'status:recruiting|status:active_not_recruiting|status:completed'}}",{'status_code': 200}
2025-12-17T06:42:36.959119,opentargets_mcp,POST,http://localhost:8788/opentargets_mcp/mcp/,127.0.0.1,"{'name': 'get_disease_id_description_by_name', 'arguments': {'name': 'endometrioid endometrial carcinoma'}}",{'status_code': 200}
2025-12-17T06:42:36.962574,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'endometrial carcinoma adjuvant therapy stage I grade 3 p53 MMR proficient', 'filter': 'phase:PHASE3,status:COMPLETED'}}",{'status_code': 200}
2025-12-17T06:42:37.008501,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'endometrial carcinoma adjuvant therapy stage I grade 3 p53 MMR proficient', 'filter': 'phase:PHASE3,status:COMPLETED'}}",{'status_code': 200}
2025-12-17T06:42:37.049953,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'endometrial carcinoma adjuvant therapy stage I grade 3 p53 MMR proficient', 'filter': 'phase:PHASE3,status:COMPLETED'}}",{'status_code': 200}
2025-12-17T06:42:54.544006,opentargets_mcp,POST,http://localhost:8788/opentargets_mcp/mcp/,127.0.0.1,"{'name': 'get_general_info_by_disease_name', 'arguments': {'name': 'endometrioid carcinoma'}}",{'status_code': 200}
2025-12-17T06:42:54.545582,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'endometrial cancer brachytherapy p53', 'filter': '{'include': ['CONDITION:Endometrial Cancer', 'INTERVENTION:Brachytherapy'], 'status': ['RECRUITING', 'COMPLETED', 'ACTIVE_NOT_RECRUITING']}'}}",{'status_code': 200}
2025-12-17T06:42:56.205063,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'endometrial cancer brachytherapy p53', 'filter': '{'include': ['CONDITION:Endometrial Cancer', 'INTERVENTION:Brachytherapy'], 'status': ['RECRUITING', 'COMPLETED', 'ACTIVE_NOT_RECRUITING']}'}}",{'status_code': 200}
2025-12-17T06:42:56.670813,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'endometrial cancer brachytherapy p53', 'filter': '{'include': ['CONDITION:Endometrial Cancer', 'INTERVENTION:Brachytherapy'], 'status': ['RECRUITING', 'COMPLETED', 'ACTIVE_NOT_RECRUITING']}'}}",{'status_code': 200}
2025-12-17T06:44:46.209921,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'lenvatinib pembrolizumab maintenance therapy endometrial cancer adjuvant chemoradiation p53 MMR proficient', 'filter': {'conditions': ['endometrial cancer'], 'interventions': ['lenvatinib', 'pembrolizumab'], 'study_type': 'Interventional'}}}",{'status_code': 200}
2025-12-17T06:44:46.222106,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'pembrolizumab'}}",{'status_code': 200}
2025-12-17T06:44:46.231057,opentargets_mcp,POST,http://localhost:8788/opentargets_mcp/mcp/,127.0.0.1,"{'name': 'get_disease_id_description_by_name', 'arguments': {'name': 'endometrial cancer'}}",{'status_code': 200}
2025-12-17T06:44:46.238031,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'lenvatinib'}}",{'status_code': 200}
2025-12-17T06:44:46.312520,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'pembrolizumab'}}",{'status_code': 200}
2025-12-17T06:44:46.314945,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'lenvatinib'}}",{'status_code': 200}
2025-12-17T06:44:46.404596,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'pembrolizumab'}}",{'status_code': 200}
2025-12-17T06:44:46.405957,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'lenvatinib'}}",{'status_code': 200}
2025-12-17T06:44:46.672584,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'lenvatinib pembrolizumab maintenance therapy endometrial cancer adjuvant chemoradiation p53 MMR proficient', 'filter': {'conditions': ['endometrial cancer'], 'interventions': ['lenvatinib', 'pembrolizumab'], 'study_type': 'Interventional'}}}",{'status_code': 200}
2025-12-17T06:44:48.426133,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'lenvatinib pembrolizumab maintenance therapy endometrial cancer adjuvant chemoradiation p53 MMR proficient', 'filter': {'conditions': ['endometrial cancer'], 'interventions': ['lenvatinib', 'pembrolizumab'], 'study_type': 'Interventional'}}}",{'status_code': 200}
2025-12-17T13:04:19.388099,opentargets_mcp,POST,http://localhost:8788/opentargets_mcp/mcp/,127.0.0.1,"{'name': 'get_general_info_by_disease_name', 'arguments': {'name': 'endometrial cancer'}}",{'status_code': 200}
2025-12-17T13:05:50.357442,opentargets_mcp,POST,http://localhost:8788/opentargets_mcp/mcp/,127.0.0.1,"{'name': 'get_general_info_by_disease_name', 'arguments': {'name': 'endometrioid endometrial cancer'}}",{'status_code': 200}
2025-12-17T13:05:50.361539,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'adjuvant carboplatin paclitaxel endometrial cancer p53', 'filter': {'condition': 'endometrial cancer', 'intervention': ['carboplatin', 'paclitaxel']}}}",{'status_code': 200}
2025-12-17T13:05:52.053801,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'adjuvant carboplatin paclitaxel endometrial cancer p53', 'filter': {'condition': 'endometrial cancer', 'intervention': ['carboplatin', 'paclitaxel']}}}",{'status_code': 200}
2025-12-17T13:05:52.487979,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'adjuvant carboplatin paclitaxel endometrial cancer p53', 'filter': {'condition': 'endometrial cancer', 'intervention': ['carboplatin', 'paclitaxel']}}}",{'status_code': 200}
2025-12-17T13:06:44.649688,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'endometrial cancer vaginal brachytherapy external beam radiation high risk'}}",{'status_code': 200}
2025-12-17T13:07:05.566906,opentargets_mcp,POST,http://localhost:8788/opentargets_mcp/mcp/,127.0.0.1,"{'name': 'get_general_info_by_disease_name', 'arguments': {'name': 'endometrial cancer'}}",{'status_code': 200}
2025-12-17T13:07:05.569596,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'lenvatinib'}}",{'status_code': 200}
2025-12-17T13:07:05.574116,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'pembrolizumab'}}",{'status_code': 200}
2025-12-17T13:07:05.577025,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'KEYNOTE-775 lenvatinib pembrolizumab endometrial cancer'}}",{'status_code': 200}
2025-12-17T13:07:08.320886,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'lenvatinib'}}",{'status_code': 200}
2025-12-17T13:07:08.323495,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'pembrolizumab'}}",{'status_code': 200}
2025-12-17T13:07:09.441852,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'pembrolizumab'}}",{'status_code': 200}
2025-12-17T13:07:09.446872,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'lenvatinib'}}",{'status_code': 200}
2025-12-17T13:12:05.550191,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'vaginal brachytherapy endometrial cancer', 'filter': 'primary|condition|Endometrial Cancer', 'post_filter': 'interventions|Brachytherapy'}}",{'status_code': 200}
2025-12-17T13:12:05.551106,opentargets_mcp,POST,http://localhost:8788/opentargets_mcp/mcp/,127.0.0.1,"{'name': 'get_disease_id_description_by_name', 'arguments': {'name': 'endometrioid cancer'}}",{'status_code': 200}
2025-12-17T13:12:05.586485,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'vaginal brachytherapy endometrial cancer', 'filter': 'primary|condition|Endometrial Cancer', 'post_filter': 'interventions|Brachytherapy'}}",{'status_code': 200}
2025-12-17T13:12:05.619163,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'vaginal brachytherapy endometrial cancer', 'filter': 'primary|condition|Endometrial Cancer', 'post_filter': 'interventions|Brachytherapy'}}",{'status_code': 200}
2025-12-17T13:12:29.236695,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'lenvatinib'}}",{'status_code': 200}
2025-12-17T13:12:29.238487,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'pembrolizumab'}}",{'status_code': 200}
2025-12-17T13:12:29.244824,opentargets_mcp,POST,http://localhost:8788/opentargets_mcp/mcp/,127.0.0.1,"{'name': 'get_general_info_by_disease_name', 'arguments': {'name': 'endometrial cancer'}}",{'status_code': 200}
2025-12-17T13:12:29.245642,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'lenvatinib pembrolizumab endometrial cancer maintenance', 'filter': 'overallStatus=Active,Not yet recruiting,Recruiting,Enrolling by invitation'}}",{'status_code': 200}
2025-12-17T13:12:29.248349,ncbi_mcp,POST,http://localhost:8788/ncbi_mcp/mcp/,127.0.0.1,"{'name': 'get_gene_metadata_by_gene_name', 'arguments': {'gene_name': 'TP53'}}",{'status_code': 200}
2025-12-17T13:12:29.318582,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'lenvatinib'}}",{'status_code': 200}
2025-12-17T13:12:32.022692,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'pembrolizumab'}}",{'status_code': 200}
2025-12-17T13:12:32.024731,ncbi_mcp,POST,http://localhost:8788/ncbi_mcp/mcp/,127.0.0.1,"{'name': 'get_gene_metadata_by_gene_name', 'arguments': {'gene_name': 'TP53'}}",{'status_code': 200}
2025-12-17T13:12:32.034574,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'lenvatinib pembrolizumab endometrial cancer maintenance', 'filter': 'overallStatus=Active,Not yet recruiting,Recruiting,Enrolling by invitation'}}",{'status_code': 200}
2025-12-17T13:12:32.036944,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'lenvatinib'}}",{'status_code': 200}
2025-12-17T13:12:32.082506,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'pembrolizumab'}}",{'status_code': 200}
2025-12-17T13:12:32.082538,ncbi_mcp,POST,http://localhost:8788/ncbi_mcp/mcp/,127.0.0.1,"{'name': 'get_gene_metadata_by_gene_name', 'arguments': {'gene_name': 'TP53'}}",{'status_code': 200}
2025-12-17T13:12:32.465137,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'lenvatinib pembrolizumab endometrial cancer maintenance', 'filter': 'overallStatus=Active,Not yet recruiting,Recruiting,Enrolling by invitation'}}",{'status_code': 200}
2025-12-17T13:12:46.439022,opentargets_mcp,POST,http://localhost:8788/opentargets_mcp/mcp/,127.0.0.1,"{'name': 'get_disease_id_description_by_name', 'arguments': {'name': 'endometrial carcinoma'}}",{'status_code': 200}
2025-12-17T13:12:46.441065,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'endometrial cancer adjuvant therapy', 'filter': 'advancedSearch:'endometrial carcinoma' AND 'adjuvant' AND 'first line' AND ('2024' OR '2025')'}}",{'status_code': 200}
2025-12-17T13:12:46.890606,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'endometrial cancer adjuvant therapy', 'filter': 'advancedSearch:'endometrial carcinoma' AND 'adjuvant' AND 'first line' AND ('2024' OR '2025')'}}",{'status_code': 200}
2025-12-17T13:12:59.912068,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'endometrial cancer adjuvant therapy', 'filter': 'advancedSearch:'endometrial carcinoma' AND 'adjuvant' AND 'first line' AND ('2024' OR '2025')'}}",{'status_code': 200}
2025-12-17T13:14:58.864750,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'KEYNOTE-775', 'filter': 'overallStatus=COMPLETED'}}",{'status_code': 200}
2025-12-17T13:14:59.610844,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'KEYNOTE-775', 'filter': 'overallStatus=COMPLETED'}}",{'status_code': 200}
2025-12-17T13:15:00.048133,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'KEYNOTE-775', 'filter': 'overallStatus=COMPLETED'}}",{'status_code': 200}
2025-12-18T06:50:09.188616,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'endometrioid endometrial cancer lymph node dissection', 'filter': 'condition:endometrial cancer'}}",{'status_code': 200}
2025-12-18T06:50:42.237999,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'endometrial cancer carboplatin paclitaxel adjuvant', 'filter': {'intervention': ['Drug: carboplatin', 'Drug: paclitaxel'], 'phase': ['Phase 3']}, 'post_filter': {'fields': ['brief_title', 'official_title', 'study_type', 'phase', 'conditions', 'interventions', 'detailed_description']}}}",{'status_code': 200}
2025-12-18T06:53:17.797322,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'Lenvima', 'limit': 10}}",{'status_code': 200}
2025-12-18T06:53:17.823988,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'Keytruda', 'limit': 10}}",{'status_code': 200}
2025-12-18T06:53:17.829002,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'lenvatinib pembrolizumab endometrial cancer', 'filter': 'advanced|status=COMPLETED|status=ACTIVE_NOT_RECRUITING|status=RECRUITING', 'post_filter': {'fields': 'NCTId,BriefTitle,OverallStatus,Phase,Condition,InterventionName,PrimaryOutcomeMeasure'}}}",{'status_code': 200}
2025-12-18T06:53:17.854567,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'Lenvima', 'limit': 10}}",{'status_code': 200}
2025-12-18T06:53:17.878609,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'Keytruda', 'limit': 10}}",{'status_code': 200}
2025-12-18T06:53:17.904764,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'Lenvima', 'limit': 10}}",{'status_code': 200}
2025-12-18T06:53:17.914681,fda_drug_mcp,POST,http://localhost:8788/fda_drug_mcp/mcp/,127.0.0.1,"{'name': 'get_indications_by_drug_name', 'arguments': {'drug_name': 'Keytruda', 'limit': 10}}",{'status_code': 200}
2025-12-18T06:55:24.185948,opentargets_mcp,POST,http://localhost:8788/opentargets_mcp/mcp/,127.0.0.1,"{'name': 'get_general_info_by_disease_name', 'arguments': {'name': 'endometrial cancer'}}",{'status_code': 200}
2025-12-18T06:55:24.199413,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'endometrial cancer POLE p53 MMR proficient', 'filter': 'interventional'}}",{'status_code': 200}
2025-12-18T06:55:25.053621,opentargets_mcp,POST,http://localhost:8788/opentargets_mcp/mcp/,127.0.0.1,"{'name': 'get_general_info_by_disease_name', 'arguments': {'name': 'endometrial cancer'}}",{'status_code': 200}
2025-12-18T06:55:26.909603,opentargets_mcp,POST,http://localhost:8788/opentargets_mcp/mcp/,127.0.0.1,"{'name': 'get_general_info_by_disease_name', 'arguments': {'name': 'endometrial cancer'}}",{'status_code': 200}
2025-12-18T06:57:53.936520,clinicaltrials_mcp,POST,http://localhost:8788/clinicaltrials_mcp/mcp/,127.0.0.1,"{'name': 'get_studies', 'arguments': {'query': 'KEYNOTE-775', 'limit': 1}}",{'status_code': 200}
